grade,emp_length,home_ownership,income,state,debt to income,earliest credit,
A,n/a,MORTGAGE,60000,MO,32.34,2003,
A,10+ years,MORTGAGE,150000,TX,14.84,1999,
A,10+ years,MORTGAGE,150000,OH,3.08,2003,
A,n/a,MORTGAGE,80000,IN,29.56,1993,
A,2 years,MORTGAGE,100000,NJ,7.55,2000,
A,2 years,RENT,150000,NY,1.78,2010,
A,10+ years,OWN,80000,TX,14.51,1993,
A,n/a,OWN,60000,TX,22.38,1965,
A,< 1 year,RENT,100000,OR,6.12,1986,
A,n/a,MORTGAGE,60000,GA,29.94,1983,
A,9 years,MORTGAGE,150000,NC,18.5,1982,
A,n/a,MORTGAGE,80000,MD,27.33,1985,
A,6 years,RENT,100000,CA,10.95,2002,
A,5 years,MORTGAGE,100000,OR,8.76,2002,
A,10+ years,MORTGAGE,125000,NM,9.13,2002,
A,3 years,MORTGAGE,40000,ID,19.79,1997,
A,7 years,MORTGAGE,125000,GA,19.25,2004,
A,2 years,MORTGAGE,125000,VA,13.7,2001,
A,< 1 year,MORTGAGE,150000,TX,19.24,2000,
A,10+ years,OWN,20000,OH,29.96,2004,
A,10+ years,OWN,60000,KY,15.29,1981,
A,10+ years,MORTGAGE,80000,NV,0.65,2003,
A,4 years,MORTGAGE,150000,CA,19.61,1979,
A,1 year,RENT,60000,GA,22.65,2007,
A,10+ years,MORTGAGE,150000,MA,10.21,1998,
A,2 years,MORTGAGE,80000,TX,14.19,2003,
A,6 years,RENT,40000,NV,27.6,2001,
A,10+ years,MORTGAGE,100000,GA,18.32,1984,
A,8 years,RENT,60000,MI,29.76,2001,
A,6 years,MORTGAGE,60000,NC,11.81,2005,
A,10+ years,RENT,150000,CA,14.71,1992,
A,10+ years,MORTGAGE,125000,NY,10.76,2000,
A,10+ years,RENT,40000,MA,14.38,2005,
A,2 years,MORTGAGE,150000,VA,8.62,2000,
A,10+ years,MORTGAGE,80000,IL,14.75,2002,
A,3 years,MORTGAGE,80000,PA,19.15,1991,
A,10+ years,MORTGAGE,40000,MI,24.89,1993,
A,10+ years,RENT,80000,NV,18.73,2003,
A,9 years,MORTGAGE,150000,MD,27.78,2005,
A,5 years,RENT,40000,HI,17.11,2004,
A,2 years,RENT,30000,TX,13.11,2007,
A,10+ years,OWN,100000,FL,18.56,1997,
A,< 1 year,RENT,80000,OK,8.97,2002,
A,n/a,MORTGAGE,20000,SC,14.44,1976,
A,10+ years,MORTGAGE,150000,CA,23.49,1981,
A,10+ years,OWN,40000,MI,10.64,1989,
A,n/a,MORTGAGE,30000,CO,27.09,1995,
A,10+ years,MORTGAGE,40000,MD,13.91,1998,
A,7 years,RENT,60000,TX,13.99,2006,
A,10+ years,MORTGAGE,40000,OK,19.17,1999,
A,10+ years,MORTGAGE,40000,MN,14.16,2000,
A,10+ years,RENT,100000,NY,9.64,1995,
A,10+ years,MORTGAGE,125000,FL,12.86,1992,
A,10+ years,MORTGAGE,80000,DC,29.21,1999,
A,10+ years,MORTGAGE,80000,IL,23.91,2005,
A,5 years,MORTGAGE,100000,CA,7.83,1995,
A,9 years,MORTGAGE,60000,SC,30.38,1987,
A,10+ years,MORTGAGE,60000,LA,31.56,1977,
A,9 years,MORTGAGE,150000,MD,11.23,1990,
A,3 years,MORTGAGE,100000,TX,18.3,2001,
A,5 years,RENT,60000,FL,11.26,1996,
A,2 years,RENT,40000,TX,27.41,2009,
A,8 years,OWN,150000,NY,8.57,2003,
A,1 year,RENT,100000,FL,13.57,1997,
A,10+ years,RENT,60000,CA,5.77,2006,
A,10+ years,MORTGAGE,80000,UT,12.88,1995,
A,3 years,RENT,100000,CA,18.06,2009,
A,n/a,OWN,60000,NY,21.09,1983,
A,< 1 year,RENT,40000,NJ,20.44,1999,
A,10+ years,RENT,30000,NJ,26.62,2002,
A,10+ years,OWN,125000,TX,26.84,2003,
A,10+ years,MORTGAGE,80000,OK,29.08,1992,
A,3 years,MORTGAGE,40000,MO,18.72,2002,
A,10+ years,MORTGAGE,150000,AZ,7.39,1981,
A,< 1 year,MORTGAGE,150000,TX,9.65,2003,
A,4 years,MORTGAGE,100000,GA,27.55,1990,
A,n/a,MORTGAGE,60000,AZ,27.94,1993,
A,9 years,MORTGAGE,150000,IN,16.62,2000,
A,8 years,MORTGAGE,40000,OH,11.47,2007,
A,< 1 year,OWN,60000,TX,14.09,2006,
A,10+ years,RENT,30000,CA,6.46,2013,
A,8 years,MORTGAGE,60000,TX,13.65,2009,
A,10+ years,MORTGAGE,30000,TX,3.02,2006,
A,2 years,RENT,40000,RI,13.68,2011,
A,10+ years,MORTGAGE,100000,NV,6.58,1986,
A,10+ years,RENT,60000,NY,13.67,1997,
A,10+ years,OWN,100000,OH,9.98,1998,
A,10+ years,RENT,80000,FL,11.19,1985,
A,4 years,MORTGAGE,150000,MA,18.57,1999,
A,10+ years,RENT,40000,NY,18.17,1987,
A,10+ years,MORTGAGE,150000,TX,11.66,2004,
A,10+ years,MORTGAGE,125000,CT,16.83,1988,
A,10+ years,MORTGAGE,100000,CA,0.31,2004,
A,5 years,OWN,60000,HI,15.99,2007,
A,5 years,MORTGAGE,80000,TX,15.02,1997,
A,10+ years,OWN,125000,AL,16.09,1986,
A,10+ years,MORTGAGE,125000,CA,8.91,2001,
A,3 years,MORTGAGE,40000,NY,27.68,2008,
A,2 years,RENT,40000,CA,17.11,2005,
A,10+ years,MORTGAGE,80000,WA,28.81,2000,
A,10+ years,RENT,30000,MN,21.93,2012,
A,10+ years,MORTGAGE,150000,CA,8.14,2000,
A,10+ years,RENT,150000,NY,25.55,1974,
A,10+ years,MORTGAGE,150000,CA,4.86,1998,
A,7 years,MORTGAGE,40000,OH,13.23,2004,
A,5 years,MORTGAGE,60000,IN,20.68,1996,
A,6 years,MORTGAGE,30000,AZ,18.25,2004,
A,8 years,MORTGAGE,40000,WA,20.78,2001,
A,3 years,MORTGAGE,40000,GA,15.97,2002,
A,10+ years,RENT,60000,LA,21.48,1998,
A,10+ years,MORTGAGE,100000,CA,24.5,1990,
A,3 years,MORTGAGE,30000,AL,24.31,2002,
A,10+ years,MORTGAGE,20000,TN,28.31,1983,
A,10+ years,RENT,40000,CA,16.48,1998,
A,10+ years,RENT,80000,MN,21.61,1998,
A,8 years,MORTGAGE,40000,FL,15.83,2002,
A,10+ years,MORTGAGE,150000,GA,10.75,1994,
A,8 years,MORTGAGE,40000,CA,29.03,2004,
A,2 years,RENT,60000,TX,15.42,2006,
A,6 years,OWN,40000,UT,15.98,1999,
A,2 years,RENT,80000,CA,21.69,1997,
A,6 years,MORTGAGE,60000,AZ,13.71,2005,
A,4 years,MORTGAGE,60000,IL,18.45,2001,
A,2 years,MORTGAGE,30000,VT,10.39,2006,
A,1 year,MORTGAGE,30000,FL,6.48,1997,
A,7 years,RENT,60000,IL,22.8,2005,
A,10+ years,MORTGAGE,100000,MI,15.93,2000,
A,10+ years,RENT,40000,MA,16.7,2005,
A,3 years,MORTGAGE,100000,CA,34.85,2000,
A,10+ years,MORTGAGE,100000,VA,18.81,1997,
A,4 years,RENT,80000,TX,7.49,1986,
A,< 1 year,MORTGAGE,100000,IL,24.34,1999,
A,10+ years,MORTGAGE,80000,MA,16.36,1997,
A,4 years,RENT,80000,NY,0,2010,
A,3 years,RENT,60000,IL,28.77,2008,
A,9 years,OWN,30000,WA,7.85,2001,
A,10+ years,MORTGAGE,60000,MO,30.15,2005,
A,1 year,OWN,40000,OR,14.8,1997,
A,10+ years,MORTGAGE,30000,TN,18.15,1986,
A,10+ years,MORTGAGE,60000,IL,25.9,1992,
A,10+ years,MORTGAGE,60000,AZ,7.27,2005,
A,10+ years,MORTGAGE,125000,CO,1.14,1996,
A,4 years,MORTGAGE,40000,CA,15.28,1995,
A,1 year,RENT,150000,CA,5.73,1997,
A,6 years,MORTGAGE,60000,NY,9.24,1996,
A,10+ years,MORTGAGE,60000,GA,27.53,1994,
A,6 years,OWN,40000,MI,14.83,1998,
A,10+ years,MORTGAGE,100000,TX,13.55,2003,
A,3 years,MORTGAGE,60000,GA,28.38,2002,
A,10+ years,MORTGAGE,40000,IL,20.57,2005,
A,9 years,MORTGAGE,40000,TX,21.76,1982,
A,8 years,MORTGAGE,125000,CA,21.28,1985,
A,2 years,RENT,40000,MD,18.83,2008,
A,10+ years,MORTGAGE,60000,NY,6.82,2003,
A,7 years,RENT,125000,PA,10.27,1992,
A,6 years,MORTGAGE,60000,OH,25.8,2000,
A,5 years,MORTGAGE,125000,AR,29.25,1999,
A,10+ years,MORTGAGE,100000,NJ,12.8,1987,
A,< 1 year,RENT,60000,WA,21.8,2002,
A,< 1 year,OWN,60000,MD,3.22,2001,
A,7 years,RENT,100000,PA,3.67,2001,
A,8 years,OWN,100000,TX,3.94,1996,
A,10+ years,RENT,80000,NY,23.3,1998,
A,2 years,RENT,60000,IL,13.69,2010,
A,4 years,MORTGAGE,80000,WA,11.71,1994,
A,10+ years,MORTGAGE,40000,IL,4.02,1989,
A,10+ years,MORTGAGE,60000,TX,11.53,2003,
A,3 years,OWN,80000,AL,11.44,1988,
A,7 years,RENT,40000,NY,14.92,2005,
A,10+ years,MORTGAGE,60000,VA,17.93,2004,
A,6 years,MORTGAGE,60000,CA,6.62,2005,
A,3 years,MORTGAGE,60000,GA,25.5,2004,
A,10+ years,OWN,125000,NY,9.95,2003,
A,10+ years,MORTGAGE,125000,GA,13.86,1991,
A,6 years,MORTGAGE,60000,PA,20.38,2007,
A,< 1 year,RENT,80000,NY,31.36,2005,
A,n/a,MORTGAGE,30000,CA,7.15,2002,
A,10+ years,MORTGAGE,150000,GA,8.87,1978,
A,6 years,OWN,30000,ND,18.3,2002,
A,2 years,MORTGAGE,40000,MI,26.43,2003,
A,10+ years,RENT,60000,CA,22.5,2006,
A,9 years,RENT,40000,CA,13.48,2007,
A,10+ years,MORTGAGE,125000,LA,15.69,1986,
A,10+ years,MORTGAGE,150000,IL,5.34,1999,
A,10+ years,RENT,125000,NY,1.83,1998,
A,10+ years,MORTGAGE,40000,AZ,4.86,2004,
A,3 years,MORTGAGE,60000,MN,19.6,1996,
A,2 years,RENT,60000,GA,6.89,2001,
A,10+ years,MORTGAGE,100000,AZ,34.58,2000,
A,4 years,RENT,80000,CA,24.31,1989,
A,10+ years,MORTGAGE,100000,NY,5.04,1997,
A,5 years,RENT,150000,NY,8.35,2001,
A,10+ years,MORTGAGE,80000,CT,7.18,1996,
A,< 1 year,MORTGAGE,30000,CA,21.12,1998,
A,7 years,MORTGAGE,40000,KS,15.34,2010,
A,10+ years,MORTGAGE,60000,IN,4.06,1992,
A,5 years,RENT,80000,CA,13.34,1991,
A,10+ years,MORTGAGE,40000,CA,8.94,2005,
A,1 year,MORTGAGE,80000,NV,11.19,2005,
A,10+ years,MORTGAGE,40000,IL,21.1,1994,
A,10+ years,RENT,40000,IN,15.29,1998,
A,4 years,RENT,60000,NY,5.57,2002,
A,n/a,RENT,80000,SC,26.98,1987,
A,1 year,RENT,40000,TX,24.56,2000,
A,< 1 year,MORTGAGE,80000,KS,9.96,2003,
A,6 years,RENT,125000,CA,11.53,1998,
A,< 1 year,RENT,20000,TN,2.24,2009,
A,< 1 year,RENT,100000,NV,3.47,2003,
A,1 year,RENT,30000,CA,19.58,2009,
A,n/a,OWN,20000,TX,17.47,1996,
A,2 years,RENT,40000,TX,14.57,1997,
A,10+ years,RENT,40000,CA,24.63,1997,
A,6 years,RENT,40000,CO,15.54,2002,
A,2 years,MORTGAGE,60000,CO,6.83,2000,
A,3 years,MORTGAGE,125000,NY,2.38,1999,
A,8 years,RENT,80000,CA,19.49,1979,
A,10+ years,MORTGAGE,100000,WA,29.89,1996,
A,3 years,RENT,60000,NJ,25.36,2010,
A,3 years,MORTGAGE,40000,NV,30.47,2009,
A,10+ years,MORTGAGE,100000,MD,7.28,1996,
A,6 years,RENT,125000,GA,20.13,2001,
A,10+ years,OWN,100000,MN,25.81,1987,
A,10+ years,MORTGAGE,100000,NV,20.6,1988,
A,< 1 year,MORTGAGE,20000,UT,10,2008,
A,3 years,MORTGAGE,100000,TX,9.23,2006,
A,9 years,MORTGAGE,80000,AZ,17.49,2007,
A,10+ years,OWN,15000,OH,17.81,1992,
A,3 years,RENT,30000,FL,11.18,1999,
A,< 1 year,MORTGAGE,30000,CO,23.64,2000,
A,10+ years,MORTGAGE,100000,TX,14.77,2002,
A,4 years,RENT,150000,MD,9.34,2003,
A,10+ years,RENT,125000,CT,19.71,1999,
A,6 years,RENT,40000,FL,19,2011,
A,< 1 year,MORTGAGE,60000,FL,11.33,1996,
A,10+ years,OWN,30000,MN,17.18,1993,
A,5 years,MORTGAGE,150000,TX,9.8,1997,
A,10+ years,MORTGAGE,80000,IL,16.99,2002,
A,10+ years,OWN,100000,CA,24.73,1999,
A,3 years,RENT,80000,WI,18.02,1981,
A,4 years,RENT,40000,CA,22.43,2009,
A,< 1 year,RENT,60000,CA,17.34,2003,
A,10+ years,MORTGAGE,60000,CA,24.43,2000,
A,3 years,RENT,40000,CA,4.78,2001,
A,10+ years,MORTGAGE,60000,MD,26.85,1995,
A,10+ years,RENT,40000,CA,15.99,2002,
A,n/a,RENT,40000,NY,18.84,1997,
A,10+ years,MORTGAGE,60000,CA,19.17,1997,
A,1 year,MORTGAGE,60000,NC,12.97,2005,
A,1 year,RENT,60000,CA,13.5,2002,
A,1 year,MORTGAGE,150000,NH,7.99,2004,
A,5 years,RENT,40000,FL,8.5,2013,
A,1 year,RENT,60000,NJ,24.42,1980,
A,7 years,RENT,100000,FL,14.04,2003,
A,4 years,OWN,40000,TX,28.62,1976,
A,9 years,RENT,40000,FL,9.58,2007,
A,6 years,MORTGAGE,150000,GA,11.03,2004,
A,10+ years,MORTGAGE,40000,MT,13.63,2002,
A,< 1 year,MORTGAGE,30000,CA,28.48,2002,
A,3 years,MORTGAGE,80000,VA,14.45,1994,
A,10+ years,MORTGAGE,150000,PA,26.32,1997,
A,< 1 year,MORTGAGE,80000,MN,17.9,1997,
A,< 1 year,MORTGAGE,125000,MT,14.47,1976,
A,< 1 year,RENT,40000,IL,8.4,2006,
A,10+ years,MORTGAGE,100000,OR,18.51,1999,
A,1 year,MORTGAGE,100000,GA,17.59,2002,
A,10+ years,MORTGAGE,150000,NY,4.47,1984,
A,4 years,RENT,40000,IN,10.45,1988,
A,8 years,MORTGAGE,100000,OH,21.19,1997,
A,6 years,MORTGAGE,150000,FL,16.49,1989,
A,< 1 year,RENT,100000,NY,13.09,2007,
A,10+ years,RENT,40000,NC,21.43,2005,
A,3 years,OWN,80000,NY,5.28,2011,
A,10+ years,MORTGAGE,40000,CA,24.72,1996,
A,< 1 year,MORTGAGE,40000,TN,8.31,1978,
A,< 1 year,MORTGAGE,80000,CA,41.85,1979,
A,4 years,RENT,30000,CO,23.49,1999,
A,10+ years,OWN,100000,NY,11.89,1989,
A,1 year,MORTGAGE,60000,OH,8.1,2005,
A,10+ years,MORTGAGE,60000,WI,9.47,2000,
A,10+ years,RENT,60000,NJ,20.64,2003,
A,3 years,MORTGAGE,60000,CO,14.99,1980,
A,10+ years,MORTGAGE,60000,AR,25.1,1993,
A,4 years,RENT,30000,NY,7.24,1994,
A,10+ years,RENT,80000,CA,4.1,2002,
A,10+ years,MORTGAGE,40000,MO,25.62,2003,
A,10+ years,MORTGAGE,60000,OH,6.47,2005,
A,5 years,RENT,30000,RI,23.59,2004,
A,10+ years,OWN,40000,AL,26.49,1994,
A,7 years,RENT,60000,IL,20.53,2008,
A,8 years,MORTGAGE,80000,OR,26.85,2001,
A,6 years,MORTGAGE,60000,TX,16.08,2002,
A,< 1 year,OWN,15000,NY,28.21,2001,
A,10+ years,RENT,100000,NV,25.33,2004,
A,10+ years,RENT,60000,NC,15.02,1998,
A,10+ years,MORTGAGE,40000,MA,10.28,2001,
A,7 years,MORTGAGE,150000,CA,9.69,1993,
A,n/a,RENT,20000,AZ,11.95,1990,
A,1 year,MORTGAGE,80000,SC,10.55,1995,
A,10+ years,OWN,60000,CA,30.82,1987,
A,6 years,RENT,80000,NY,4.99,1979,
A,10+ years,RENT,40000,TX,22.64,2010,
A,1 year,RENT,40000,MT,20.57,2005,
A,n/a,MORTGAGE,40000,KY,12.84,1976,
A,5 years,RENT,30000,CA,26.7,1992,
A,2 years,RENT,40000,TN,22,2008,
A,n/a,MORTGAGE,80000,IN,23.4,1986,
A,6 years,OWN,60000,OK,24.89,2002,
A,1 year,RENT,80000,TX,33.23,2006,
A,2 years,MORTGAGE,80000,MN,29.82,1993,
A,4 years,MORTGAGE,40000,NC,26.02,2007,
A,10+ years,RENT,40000,AZ,23.4,1997,
A,10+ years,MORTGAGE,40000,NY,27.92,1991,
A,2 years,RENT,40000,IL,10.04,1980,
A,10+ years,MORTGAGE,150000,VA,18.74,1981,
A,n/a,MORTGAGE,125000,MA,19.78,1991,
A,10+ years,RENT,40000,CA,12.86,2002,
A,10+ years,MORTGAGE,40000,CA,29.42,1988,
A,10+ years,MORTGAGE,80000,CT,19,1987,
A,9 years,MORTGAGE,100000,MS,7.51,2001,
A,10+ years,MORTGAGE,125000,NY,34.31,1998,
A,10+ years,RENT,125000,KY,3.19,2001,
A,10+ years,RENT,40000,CA,21.2,2002,
A,10+ years,MORTGAGE,80000,CA,22.94,1996,
A,10+ years,MORTGAGE,150000,CA,9.4,1990,
A,2 years,MORTGAGE,80000,KS,19.1,2001,
A,n/a,RENT,15000,CA,22.05,2002,
A,< 1 year,RENT,30000,MN,15.5,2001,
A,3 years,MORTGAGE,80000,MN,13.06,2001,
A,10+ years,MORTGAGE,80000,CT,12.25,2001,
A,6 years,OWN,40000,FL,23.08,2000,
A,4 years,OWN,100000,NY,14.2,1998,
A,10+ years,MORTGAGE,40000,CA,34.42,1984,
A,7 years,RENT,150000,VA,20.09,1992,
A,3 years,RENT,100000,CA,8.4,2002,
A,10+ years,MORTGAGE,40000,AZ,26.67,2005,
A,10+ years,RENT,60000,LA,32.96,2002,
A,10+ years,MORTGAGE,60000,CA,8.59,2005,
A,3 years,MORTGAGE,80000,CA,13.8,2009,
A,6 years,MORTGAGE,30000,TX,12.35,2002,
A,3 years,MORTGAGE,40000,TX,20.27,2002,
A,2 years,MORTGAGE,80000,WI,14.09,1994,
A,10+ years,MORTGAGE,125000,CA,22.32,1993,
A,1 year,RENT,80000,CA,24.05,2004,
A,2 years,RENT,60000,NY,22.15,2007,
A,10+ years,MORTGAGE,125000,NY,17.56,1982,
A,5 years,MORTGAGE,40000,AZ,20.76,1999,
A,< 1 year,RENT,60000,MN,11.37,2003,
A,10+ years,OWN,80000,NY,15.32,1979,
A,3 years,MORTGAGE,60000,TN,21.17,1999,
A,n/a,MORTGAGE,30000,NV,15.39,1987,
A,3 years,MORTGAGE,150000,FL,16.07,1982,
A,10+ years,MORTGAGE,150000,OH,7.01,1981,
A,3 years,MORTGAGE,100000,MI,20.63,2007,
A,4 years,RENT,60000,TX,23.08,2003,
A,1 year,RENT,40000,RI,16.63,2002,
A,1 year,MORTGAGE,40000,CT,18.17,2005,
A,10+ years,MORTGAGE,150000,GA,14.61,1979,
A,10+ years,MORTGAGE,100000,CT,11.98,1988,
A,9 years,MORTGAGE,40000,MA,13.31,2005,
A,8 years,MORTGAGE,125000,CA,11.63,1994,
A,10+ years,MORTGAGE,30000,IN,30.96,2001,
A,5 years,MORTGAGE,20000,NY,21.26,2010,
A,1 year,RENT,100000,CA,11.42,1989,
A,n/a,RENT,30000,TX,10.18,1984,
A,10+ years,MORTGAGE,125000,OH,6.65,2001,
A,10+ years,MORTGAGE,30000,VA,19.65,2007,
A,3 years,RENT,30000,OH,34.62,2004,
A,8 years,MORTGAGE,80000,MD,12.7,1995,
A,5 years,MORTGAGE,60000,CT,7.05,2002,
A,4 years,RENT,80000,TX,9.95,2002,
A,10+ years,MORTGAGE,40000,PA,25.6,2001,
A,3 years,MORTGAGE,30000,NV,28.43,1976,
A,10+ years,MORTGAGE,60000,IL,12.63,1998,
A,< 1 year,RENT,60000,NJ,23.81,2008,
A,10+ years,MORTGAGE,150000,FL,24.66,2003,
A,10+ years,MORTGAGE,80000,IL,26.89,1995,
A,3 years,MORTGAGE,150000,MN,24.44,1983,
A,10+ years,MORTGAGE,150000,MI,14.58,1981,
A,5 years,MORTGAGE,100000,HI,17.6,1993,
A,10+ years,RENT,60000,NY,12.11,2002,
A,10+ years,MORTGAGE,125000,CA,12.57,1995,
A,10+ years,RENT,80000,CA,5.47,2001,
A,7 years,MORTGAGE,150000,TN,16.65,1992,
A,3 years,MORTGAGE,125000,MI,12.06,1995,
A,10+ years,MORTGAGE,80000,OH,7,2000,
A,2 years,RENT,40000,NY,14.12,2007,
A,6 years,RENT,40000,CA,18.9,1989,
A,10+ years,MORTGAGE,40000,IN,25.25,2003,
A,10+ years,MORTGAGE,80000,NJ,7.07,1992,
A,10+ years,MORTGAGE,60000,IL,25.54,2000,
A,10+ years,RENT,30000,FL,12.72,2002,
A,9 years,MORTGAGE,60000,MA,22.23,2007,
A,10+ years,MORTGAGE,60000,CO,0.58,2002,
A,10+ years,RENT,40000,CA,17.46,1998,
A,8 years,MORTGAGE,60000,TX,12.8,1981,
A,9 years,RENT,80000,CT,13.67,2011,
A,10+ years,MORTGAGE,100000,FL,14.52,2000,
A,2 years,MORTGAGE,30000,CO,22.14,2011,
A,10+ years,MORTGAGE,125000,DE,14.47,1997,
A,10+ years,MORTGAGE,80000,CO,21.06,1998,
A,4 years,RENT,30000,MI,3.27,2007,
A,10+ years,RENT,40000,TX,15.74,2004,
A,< 1 year,RENT,40000,VA,18.54,1996,
A,n/a,OWN,60000,IL,29.83,1983,
A,n/a,MORTGAGE,80000,NY,6.81,2001,
A,10+ years,RENT,125000,CA,14.44,1990,
A,10+ years,MORTGAGE,60000,AL,25.37,1999,
A,10+ years,MORTGAGE,125000,CA,5.71,1989,
A,3 years,RENT,40000,NY,8.42,2004,
A,10+ years,MORTGAGE,80000,MN,26.33,2003,
A,< 1 year,RENT,40000,WA,17.49,2004,
A,10+ years,MORTGAGE,80000,FL,10.6,2011,
A,4 years,MORTGAGE,125000,FL,12.23,2002,
A,10+ years,OWN,60000,NJ,11.03,2005,
A,2 years,MORTGAGE,80000,IL,20.43,1994,
A,2 years,MORTGAGE,60000,KY,29.17,2004,
A,6 years,MORTGAGE,150000,GA,14.95,1991,
A,< 1 year,MORTGAGE,80000,MA,21.43,1987,
A,n/a,MORTGAGE,40000,VT,17.01,1986,
A,2 years,MORTGAGE,40000,IL,11.93,1998,
A,3 years,RENT,40000,CA,16.8,2006,
A,3 years,RENT,125000,PA,12.04,2002,
A,5 years,RENT,80000,TX,11.17,2006,
A,10+ years,MORTGAGE,60000,IN,11.91,1990,
A,10+ years,MORTGAGE,150000,AZ,16.36,2006,
A,10+ years,MORTGAGE,40000,TX,12.76,2004,
A,3 years,MORTGAGE,40000,FL,23.98,1991,
A,9 years,RENT,100000,CA,12.42,2000,
A,10+ years,OWN,40000,MI,10.51,1977,
A,10+ years,RENT,40000,NY,21.92,2003,
A,10+ years,MORTGAGE,80000,OH,18.13,1993,
A,10+ years,RENT,100000,IL,22.83,2003,
A,2 years,RENT,40000,CA,12.13,2012,
A,10+ years,MORTGAGE,150000,PA,14.48,1994,
A,1 year,OWN,30000,NC,23.1,2002,
A,10+ years,RENT,60000,TX,22.61,2002,
A,8 years,RENT,40000,NY,8.46,2013,
A,10+ years,MORTGAGE,100000,WA,25.1,1997,
A,10+ years,OWN,60000,MI,13.86,1994,
A,2 years,MORTGAGE,100000,IL,18.9,1999,
A,3 years,RENT,60000,MN,20.5,1994,
A,2 years,RENT,150000,CA,0.18,2008,
A,10+ years,OWN,100000,NY,15.73,1994,
A,n/a,MORTGAGE,40000,NY,23.58,1990,
A,< 1 year,MORTGAGE,60000,MD,18.76,2007,
A,10+ years,MORTGAGE,40000,OR,20.03,2007,
A,< 1 year,RENT,10000,CA,87.84,2014,
A,10+ years,MORTGAGE,80000,CO,7.29,1986,
A,10+ years,OWN,40000,WI,30.06,1997,
A,10+ years,MORTGAGE,80000,IL,21.92,1994,
A,1 year,OWN,40000,WI,18.05,2001,
A,2 years,MORTGAGE,40000,OH,16.1,2010,
A,10+ years,OWN,60000,CO,28.38,2002,
A,10+ years,MORTGAGE,40000,TX,28.77,1997,
A,< 1 year,RENT,30000,PA,28.63,2005,
A,4 years,RENT,40000,AZ,14.67,2009,
A,9 years,OWN,40000,FL,3.06,1988,
A,4 years,RENT,60000,TX,5.66,1996,
A,2 years,MORTGAGE,20000,OH,17.04,1989,
A,2 years,RENT,125000,IL,8.83,2003,
A,< 1 year,RENT,150000,TX,1.97,2009,
A,4 years,RENT,40000,CA,21.83,2005,
A,10+ years,RENT,40000,MI,18.76,1997,
A,4 years,OWN,40000,OH,34.02,2005,
A,8 years,MORTGAGE,150000,CA,10.09,1981,
A,6 years,MORTGAGE,40000,CO,14.98,2006,
A,n/a,OWN,30000,LA,9.45,1984,
A,10+ years,MORTGAGE,60000,CO,13.79,1995,
A,10+ years,RENT,80000,NC,26.51,2004,
A,10+ years,MORTGAGE,40000,TX,25.08,2004,
A,< 1 year,RENT,60000,CA,11.06,2004,
A,n/a,OWN,100000,MD,9.95,2004,
A,3 years,RENT,60000,PA,20.03,2005,
A,8 years,MORTGAGE,125000,CA,12.1,2001,
A,10+ years,RENT,60000,OH,30.11,2007,
A,10+ years,MORTGAGE,100000,OR,17.4,1996,
A,2 years,MORTGAGE,60000,FL,11.9,2002,
A,10+ years,RENT,100000,NJ,12.21,1999,
A,9 years,MORTGAGE,100000,FL,22.78,2000,
A,4 years,MORTGAGE,40000,TX,16.91,2005,
A,10+ years,MORTGAGE,80000,GA,24.68,1998,
A,2 years,MORTGAGE,150000,CO,18.31,2000,
A,10+ years,OWN,40000,GA,19.39,1997,
A,5 years,RENT,100000,CA,10.19,2008,
A,< 1 year,MORTGAGE,60000,LA,23.52,2006,
A,10+ years,MORTGAGE,40000,OH,33.97,2005,
A,10+ years,MORTGAGE,40000,MO,14.62,1993,
A,5 years,RENT,30000,CT,17.01,2010,
A,7 years,RENT,100000,CA,15.94,1999,
A,10+ years,MORTGAGE,100000,IL,8.41,1995,
A,6 years,RENT,125000,PA,23.72,2001,
A,10+ years,MORTGAGE,80000,TX,8.09,2000,
A,3 years,RENT,60000,NY,28.6,2000,
A,3 years,MORTGAGE,125000,PA,14.16,2003,
A,5 years,MORTGAGE,100000,NC,5.36,2009,
A,1 year,MORTGAGE,100000,NY,13.27,1995,
A,3 years,RENT,60000,OR,8.88,1996,
A,2 years,MORTGAGE,125000,TN,19.06,1982,
A,10+ years,RENT,40000,CA,22.48,2006,
A,4 years,MORTGAGE,40000,AZ,8.46,2006,
A,10+ years,RENT,60000,NJ,12.14,1997,
A,10+ years,RENT,60000,MI,21.7,2002,
A,2 years,RENT,60000,NY,2.85,2009,
A,10+ years,OWN,40000,NY,6.79,1999,
A,3 years,RENT,30000,WI,9.07,1987,
A,10+ years,MORTGAGE,100000,IL,5.34,1984,
A,4 years,RENT,80000,CO,24,2008,
A,3 years,RENT,60000,IL,9.03,2006,
A,10+ years,OWN,125000,AZ,9.9,2000,
A,< 1 year,OWN,100000,WI,16.46,1990,
A,10+ years,MORTGAGE,60000,IL,16.71,1997,
A,4 years,RENT,60000,MA,14.51,2004,
A,2 years,RENT,80000,CA,2.99,2002,
A,10+ years,OWN,80000,IL,28.63,2003,
A,8 years,MORTGAGE,80000,AZ,27.49,1992,
A,10+ years,OWN,150000,OH,29.53,1994,
A,3 years,RENT,20000,OH,27.4,2005,
A,7 years,MORTGAGE,80000,TX,31.72,2003,
A,3 years,MORTGAGE,40000,TX,20.92,1996,
A,8 years,RENT,40000,TX,19.09,2004,
A,10+ years,MORTGAGE,20000,VA,26.53,2002,
