grade,emp_length,home_ownership,income,state,debt to income,earliest credit
A,< 1 year,MORTGAGE,60000,MI,27,1997
C,10+ years,MORTGAGE,80000,MA,13,2004
C,10+ years,MORTGAGE,100000,NC,9,1997
A,10+ years,MORTGAGE,40000,FL,17,2001
C,9 years,MORTGAGE,40000,VA,8,2005
C,1 year,RENT,100000,NH,16,1999
A,5 years,MORTGAGE,20000,CA,20,1995
C,10+ years,MORTGAGE,40000,FL,28,2003
A,< 1 year,OWN,80000,CA,5,2002
C,2 years,RENT,100000,VA,29,2003
C,10+ years,MORTGAGE,60000,IL,21,1999
C,2 years,MORTGAGE,30000,UT,12,2010
C,10+ years,MORTGAGE,100000,GA,22,2006
A,2 years,MORTGAGE,40000,GA,30,2005
A,4 years,RENT,60000,TX,14,2004
A,1 year,RENT,30000,MN,12,1997
C,10+ years,RENT,80000,AZ,21,2003
C,< 1 year,RENT,30000,AZ,16,2013
C,10+ years,MORTGAGE,80000,AL,32,1998
A,5 years,RENT,40000,NV,11,1985
C,10+ years,RENT,30000,FL,30,1998
C,2 years,MORTGAGE,60000,NE,20,2007
C,4 years,RENT,80000,TN,17,2010
C,10+ years,MORTGAGE,60000,CA,28,2000
A,2 years,MORTGAGE,150000,NJ,18,1997
A,2 years,MORTGAGE,60000,RI,33,2003
C,6 years,RENT,40000,TX,25,2008
C,3 years,RENT,40000,RI,22,2005
C,10+ years,MORTGAGE,60000,FL,22,2002
A,5 years,MORTGAGE,60000,CA,31,2001
C,10+ years,MORTGAGE,40000,TX,12,2005
A,< 1 year,RENT,100000,CA,6,2009
A,10+ years,MORTGAGE,60000,AZ,11,2000
C,6 years,OWN,40000,IL,12,2007
C,7 years,MORTGAGE,150000,IL,13,1990
C,5 years,MORTGAGE,60000,ME,18,2006
C,10+ years,RENT,40000,TX,24,2000
C,< 1 year,MORTGAGE,60000,IN,44,2007
A,10+ years,RENT,60000,MD,8,1984
C,2 years,MORTGAGE,30000,CT,27,2005
A,6 years,MORTGAGE,80000,NY,12,2000
C,10+ years,RENT,40000,LA,24,1994
C,9 years,MORTGAGE,80000,FL,8,2005
C,n/a,RENT,30000,PA,34,2002
A,1 year,RENT,40000,CA,12,1989
A,10+ years,MORTGAGE,40000,PA,11,1998
A,10+ years,MORTGAGE,60000,IL,16,1994
A,1 year,MORTGAGE,40000,TX,17,1996
A,9 years,MORTGAGE,125000,NC,8,1976
C,3 years,RENT,40000,LA,20,2013
A,8 years,MORTGAGE,40000,TX,27,1990
C,< 1 year,OWN,40000,AZ,25,2006
A,10+ years,MORTGAGE,60000,UT,32,1978
C,n/a,MORTGAGE,60000,OH,31,2003
C,2 years,MORTGAGE,80000,MA,9,2004
A,1 year,MORTGAGE,125000,NV,10,1993
C,10+ years,RENT,40000,FL,17,2012
A,10+ years,MORTGAGE,80000,FL,25,2005
C,10+ years,MORTGAGE,60000,MI,29,1996
C,7 years,MORTGAGE,80000,MS,32,1991
C,3 years,MORTGAGE,125000,NJ,8,2002
C,5 years,OWN,40000,TX,19,2002
C,10+ years,MORTGAGE,80000,CA,18,1991
C,4 years,RENT,60000,FL,17,2009
A,10+ years,MORTGAGE,150000,PA,8,1998
C,10+ years,MORTGAGE,80000,MA,11,1996
C,2 years,MORTGAGE,20000,CO,22,2004
A,4 years,MORTGAGE,60000,VA,16,1980
C,6 years,RENT,80000,CO,34,1996
A,1 year,RENT,80000,CA,17,1983
A,1 year,MORTGAGE,100000,IL,13,2002
A,10+ years,RENT,125000,NY,8,1998
C,< 1 year,MORTGAGE,40000,IN,15,2006
C,7 years,RENT,20000,AZ,12,1998
C,10+ years,MORTGAGE,60000,CA,11,1990
C,3 years,RENT,60000,CA,9,2007
A,4 years,OWN,80000,AZ,30,1990
C,2 years,MORTGAGE,40000,MD,6,2008
A,5 years,RENT,20000,MA,14,2003
A,10+ years,MORTGAGE,60000,MN,6,2000
A,9 years,MORTGAGE,150000,WA,12,1987
C,< 1 year,MORTGAGE,80000,MO,12,2006
C,< 1 year,MORTGAGE,30000,GA,15,2001
A,4 years,MORTGAGE,40000,OH,13,2004
C,9 years,OWN,80000,NE,26,2003
C,3 years,RENT,80000,MN,11,2014
C,10+ years,MORTGAGE,40000,NY,48,1999
A,6 years,MORTGAGE,150000,WA,1,2003
C,2 years,MORTGAGE,80000,OH,29,2003
A,2 years,RENT,60000,TX,19,2012
C,1 year,MORTGAGE,150000,MI,17,2003
C,10+ years,MORTGAGE,30000,IN,17,2006
C,3 years,RENT,60000,OR,13,2006
C,10+ years,MORTGAGE,30000,IL,12,2009
A,2 years,RENT,150000,CA,15,1993
C,3 years,OWN,80000,NY,14,2006
C,1 year,RENT,30000,OH,11,2006
C,n/a,MORTGAGE,150000,NV,9,1990
C,10+ years,RENT,20000,OR,11,2006
C,10+ years,RENT,100000,GA,21,1996
A,8 years,MORTGAGE,100000,TX,24,1993
C,5 years,RENT,40000,FL,17,2012
C,4 years,MORTGAGE,20000,MI,27,2002
C,10+ years,MORTGAGE,80000,IL,24,1995
A,9 years,MORTGAGE,60000,IL,45,2004
C,3 years,OWN,40000,CA,24,1996
A,1 year,MORTGAGE,40000,TX,17,2006
C,4 years,OWN,40000,CA,16,2006
C,10+ years,MORTGAGE,40000,NV,19,2002
C,10+ years,MORTGAGE,40000,IN,34,1999
C,10+ years,RENT,80000,CA,19,1979
C,1 year,RENT,30000,NY,3,2004
C,2 years,RENT,20000,NJ,3,2012
A,6 years,MORTGAGE,80000,CA,10,2004
C,10+ years,MORTGAGE,80000,AL,12,2002
C,10+ years,MORTGAGE,80000,GA,18,2000
C,1 year,OWN,30000,SC,31,1991
A,6 years,RENT,125000,MD,7,2004
A,3 years,MORTGAGE,125000,TX,23,1988
C,6 years,MORTGAGE,60000,VA,5,1990
A,10+ years,OWN,40000,OH,22,1987
C,2 years,MORTGAGE,15000,CT,21,2001
A,1 year,MORTGAGE,40000,TX,25,2004
A,4 years,RENT,80000,CA,14,2009
A,10+ years,MORTGAGE,150000,TX,26,1988
A,n/a,MORTGAGE,20000,SC,17,2001
C,< 1 year,RENT,40000,AZ,12,2011
A,2 years,OWN,40000,NH,11,1991
C,9 years,RENT,30000,MO,27,2004
A,3 years,RENT,30000,MI,18,2000
A,2 years,RENT,60000,TX,0,2002
A,10+ years,MORTGAGE,40000,OH,24,1994
C,10+ years,MORTGAGE,125000,MI,14,2002
C,< 1 year,MORTGAGE,125000,OH,13,2003
C,10+ years,RENT,80000,NJ,15,1991
C,10+ years,RENT,60000,CA,27,2001
C,10+ years,RENT,40000,CA,10,2000
A,9 years,RENT,60000,CA,24,1999
A,7 years,RENT,40000,MN,15,2005
C,3 years,MORTGAGE,40000,TX,15,2002
C,4 years,MORTGAGE,80000,CO,23,2007
C,10+ years,MORTGAGE,150000,NJ,17,2003
A,n/a,RENT,15000,MO,17,2004
A,< 1 year,MORTGAGE,60000,CO,23,2006
C,2 years,RENT,80000,NM,8,2011
A,2 years,MORTGAGE,150000,NY,6,1999
C,10+ years,MORTGAGE,40000,FL,34,2000
C,10+ years,RENT,40000,WI,14,2004
C,2 years,RENT,40000,VA,24,2011
C,10+ years,RENT,100000,MD,26,1989
A,2 years,MORTGAGE,150000,CA,12,1984
C,3 years,OWN,40000,AL,29,1998
C,3 years,RENT,40000,NC,20,2014
A,6 years,MORTGAGE,100000,FL,18,1990
C,10+ years,MORTGAGE,40000,NE,16,2006
A,n/a,MORTGAGE,20000,KY,6,2003
C,8 years,MORTGAGE,150000,TX,10,2001
C,3 years,MORTGAGE,150000,AZ,8,1998
A,10+ years,OWN,125000,AZ,10,2000
C,4 years,RENT,40000,AZ,10,2013
A,9 years,MORTGAGE,40000,FL,25,1998
C,8 years,RENT,40000,OK,18,2007
C,10+ years,MORTGAGE,80000,OH,29,1984
C,< 1 year,MORTGAGE,40000,IN,49,1996
C,< 1 year,MORTGAGE,60000,WA,9,2002
A,9 years,OWN,20000,SD,17,1994
C,5 years,MORTGAGE,20000,NM,7,2009
A,10+ years,MORTGAGE,150000,GA,13,1969
C,10+ years,RENT,80000,IL,17,2007
A,4 years,MORTGAGE,100000,TX,18,2004
C,< 1 year,MORTGAGE,30000,MO,25,2001
A,7 years,OWN,40000,MS,11,2004
C,1 year,RENT,40000,NV,26,2000
C,3 years,OWN,60000,MA,10,2001
A,4 years,MORTGAGE,40000,SC,23,1992
C,10+ years,RENT,150000,CA,18,2002
A,10+ years,MORTGAGE,100000,IL,5,1987
C,10+ years,MORTGAGE,125000,NY,16,2000
C,8 years,MORTGAGE,40000,NC,24,2003
A,5 years,RENT,60000,FL,13,2009
C,1 year,MORTGAGE,40000,NC,17,2002
C,10+ years,RENT,100000,MN,15,2006
C,2 years,RENT,40000,WA,14,2010
C,n/a,RENT,20000,MN,22,2002
C,10+ years,RENT,60000,CA,12,2006
C,10+ years,MORTGAGE,80000,PA,17,1985
A,10+ years,MORTGAGE,125000,CA,6,2000
A,10+ years,MORTGAGE,60000,GA,14,1996
C,10+ years,MORTGAGE,40000,FL,20,2005
C,2 years,MORTGAGE,30000,FL,17,2005
C,n/a,MORTGAGE,40000,SC,21,2008
C,10+ years,MORTGAGE,80000,MI,21,1998
C,n/a,OWN,40000,NV,17,1993
C,< 1 year,MORTGAGE,60000,GA,34,1998
C,10+ years,MORTGAGE,80000,IL,18,1998
C,10+ years,MORTGAGE,100000,FL,17,1994
C,10+ years,RENT,30000,UT,26,2012
A,4 years,MORTGAGE,40000,WA,22,2002
C,10+ years,MORTGAGE,80000,FL,14,1998
C,< 1 year,RENT,40000,WA,19,2008
A,10+ years,OWN,80000,FL,15,1993
A,2 years,RENT,150000,CA,0,2006
C,1 year,OWN,30000,FL,25,1996
C,1 year,RENT,40000,FL,23,2005
C,10+ years,MORTGAGE,100000,PA,12,1973
C,4 years,RENT,30000,OH,25,2007
A,10+ years,MORTGAGE,150000,CA,3,1996
C,3 years,OWN,20000,FL,33,2001
C,8 years,RENT,30000,TX,16,2007
C,6 years,RENT,60000,CA,31,2006
A,6 years,MORTGAGE,100000,CA,11,1985
C,10+ years,MORTGAGE,80000,CA,19,2003
C,4 years,MORTGAGE,80000,TX,7,2011
C,10+ years,MORTGAGE,30000,MS,18,2006
C,10+ years,RENT,40000,TX,21,2003
C,2 years,RENT,30000,OH,11,1994
C,8 years,RENT,40000,NY,7,2005
C,10+ years,MORTGAGE,80000,CA,4,2002
A,9 years,MORTGAGE,60000,NC,19,2006
A,10+ years,MORTGAGE,100000,GA,21,1989
C,6 years,MORTGAGE,40000,CT,24,1998
C,5 years,RENT,40000,AL,32,2008
C,10+ years,OWN,100000,NJ,20,1994
C,10+ years,OWN,20000,CA,26,1993
A,9 years,MORTGAGE,150000,NJ,6,2004
C,2 years,MORTGAGE,125000,TX,27,2006
C,n/a,RENT,30000,TX,19,1970
C,10+ years,RENT,40000,NJ,14,2000
C,5 years,OWN,40000,OH,17,2004
C,10+ years,RENT,30000,TX,21,2004
C,8 years,MORTGAGE,60000,NY,25,2003
C,6 years,MORTGAGE,40000,GA,18,2006
C,10+ years,MORTGAGE,100000,CA,22,1997
C,2 years,RENT,20000,VA,28,2009
A,2 years,RENT,40000,NV,20,2004
C,5 years,RENT,40000,TX,20,2012
C,4 years,RENT,30000,FL,14,2014
A,2 years,MORTGAGE,125000,WA,7,1996
A,10+ years,MORTGAGE,60000,CA,24,1999
C,10+ years,MORTGAGE,60000,TX,15,2003
C,4 years,MORTGAGE,40000,CA,10,2001
C,10+ years,MORTGAGE,80000,SC,19,1999
A,n/a,RENT,80000,NY,13,2003
A,10+ years,RENT,60000,FL,23,2001
A,< 1 year,RENT,125000,WA,8,1996
C,10+ years,OWN,30000,OH,17,2004
C,2 years,MORTGAGE,100000,GA,24,2002
A,10+ years,RENT,60000,WA,11,1999
A,10+ years,MORTGAGE,150000,NY,18,1993
C,4 years,MORTGAGE,100000,KS,19,1995
C,8 years,MORTGAGE,40000,WA,24,2003
C,8 years,MORTGAGE,100000,CO,15,2006
C,10+ years,RENT,40000,AZ,30,2004
C,10+ years,MORTGAGE,60000,MN,22,1992
C,1 year,RENT,30000,CA,17,2002
A,3 years,RENT,80000,CA,4,2006
A,10+ years,MORTGAGE,150000,GA,15,1979
C,4 years,MORTGAGE,40000,NJ,14,2013
C,10+ years,MORTGAGE,125000,GA,27,1984
A,3 years,OWN,20000,OR,11,1994
C,3 years,RENT,40000,CA,20,2009
C,10+ years,MORTGAGE,150000,NY,18,2001
A,6 years,RENT,100000,IL,23,2005
C,8 years,RENT,30000,CA,19,2001
C,5 years,MORTGAGE,80000,IN,3,1997
C,10+ years,MORTGAGE,125000,NY,7,2005
A,1 year,RENT,100000,CA,9,1989
C,1 year,RENT,20000,VA,9,2014
A,10+ years,MORTGAGE,100000,CA,11,1994
C,10+ years,OWN,80000,OH,27,1993
C,10+ years,MORTGAGE,40000,MD,18,1999
C,2 years,RENT,125000,IL,6,1999
C,6 years,RENT,30000,TN,16,1995
A,< 1 year,MORTGAGE,100000,AZ,16,1999
C,3 years,RENT,80000,CA,17,2003
C,1 year,RENT,40000,WA,3,2005
A,3 years,MORTGAGE,20000,OR,22,1984
A,10+ years,MORTGAGE,40000,TX,23,2007
C,10+ years,MORTGAGE,40000,IL,25,2003
C,5 years,RENT,40000,MN,32,1997
C,< 1 year,RENT,40000,TX,10,2000
A,5 years,MORTGAGE,80000,AZ,35,1989
C,< 1 year,OWN,20000,IL,22,2004
A,1 year,RENT,60000,PA,25,2005
C,1 year,RENT,40000,NJ,7,2000
A,n/a,OWN,40000,CA,28,1996
A,9 years,MORTGAGE,150000,NJ,12,2004
A,4 years,MORTGAGE,30000,MN,14,2006
C,7 years,RENT,40000,HI,22,2007
A,n/a,RENT,60000,CA,4,1986
C,5 years,MORTGAGE,60000,TX,34,2011
C,9 years,MORTGAGE,40000,SC,34,2010
A,1 year,MORTGAGE,125000,CO,13,2003
C,< 1 year,RENT,40000,OK,16,2008
A,7 years,RENT,100000,MD,8,2004
C,2 years,MORTGAGE,100000,IL,3,1992
C,1 year,OWN,40000,PA,11,2006
C,7 years,RENT,40000,TX,29,2002
A,< 1 year,MORTGAGE,80000,DE,14,2001
C,10+ years,RENT,30000,SC,15,2007
C,n/a,OWN,60000,MS,29,1997
C,< 1 year,RENT,40000,IL,2,2012
C,9 years,MORTGAGE,150000,IL,10,1989
C,7 years,MORTGAGE,40000,DE,27,1999
C,3 years,MORTGAGE,40000,AL,14,2006
A,6 years,RENT,80000,MO,21,2005
A,4 years,MORTGAGE,40000,KS,26,2006
C,10+ years,MORTGAGE,60000,GA,18,1992
C,10+ years,MORTGAGE,80000,AL,28,2001
C,n/a,MORTGAGE,40000,KY,5,1982
C,10+ years,MORTGAGE,20000,OR,30,1997
A,6 years,RENT,60000,MO,14,2001
C,1 year,OWN,15000,LA,38,1998
A,6 years,RENT,60000,CA,8,1996
A,10+ years,RENT,60000,MA,14,1999
A,9 years,RENT,40000,VA,16,2003
A,9 years,MORTGAGE,80000,OH,15,2000
A,< 1 year,RENT,30000,TX,11,1999
C,10+ years,MORTGAGE,80000,CA,14,1981
C,< 1 year,RENT,60000,GA,14,2002
C,3 years,RENT,150000,NH,12,2006
C,10+ years,RENT,60000,IN,19,1986
C,2 years,RENT,30000,NJ,22,2006
A,< 1 year,MORTGAGE,40000,NC,22,2005
C,2 years,RENT,30000,NC,21,2007
A,10+ years,MORTGAGE,150000,TX,13,1985
A,10+ years,MORTGAGE,100000,OH,14,1997
C,1 year,MORTGAGE,100000,NJ,27,2000
C,6 years,RENT,100000,GA,15,2004
C,9 years,RENT,40000,FL,22,2003
C,3 years,MORTGAGE,80000,GA,21,1995
C,n/a,RENT,40000,LA,31,1998
A,10+ years,MORTGAGE,60000,AL,18,1999
A,2 years,MORTGAGE,80000,FL,8,2005
C,10+ years,MORTGAGE,60000,NY,21,2006
C,3 years,MORTGAGE,40000,WI,16,2011
C,2 years,MORTGAGE,20000,OH,29,1984
C,9 years,OWN,80000,TX,25,2006
A,10+ years,MORTGAGE,60000,IL,24,2003
C,3 years,RENT,60000,IL,2,1995
A,10+ years,OWN,150000,CA,6,1992
C,n/a,MORTGAGE,100000,HI,27,1982
A,3 years,RENT,40000,IL,26,2006
C,1 year,MORTGAGE,40000,TN,22,1995
C,10+ years,OWN,20000,FL,26,1999
C,10+ years,MORTGAGE,150000,TX,14,1993
C,< 1 year,RENT,20000,ME,18,2013
C,< 1 year,MORTGAGE,40000,TN,32,2003
C,4 years,RENT,30000,CT,5,2012
C,1 year,RENT,60000,CA,16,2001
C,3 years,MORTGAGE,40000,NJ,3,2006
A,10+ years,MORTGAGE,150000,NJ,18,2002
C,10+ years,RENT,80000,VA,16,1997
C,10+ years,MORTGAGE,100000,NM,9,2000
C,1 year,RENT,30000,IL,21,2000
A,10+ years,MORTGAGE,60000,CA,23,2000
C,10+ years,MORTGAGE,150000,NY,16,1993
C,6 years,MORTGAGE,40000,ME,16,1981
A,10+ years,MORTGAGE,150000,CA,17,2001
C,8 years,OWN,15000,AR,21,1987
A,< 1 year,MORTGAGE,60000,TX,34,1999
C,5 years,MORTGAGE,40000,OH,20,2013
C,10+ years,RENT,40000,TX,28,2007
C,3 years,MORTGAGE,150000,NJ,3,1991
A,10+ years,MORTGAGE,60000,TN,31,1993
C,8 years,RENT,40000,OH,26,2006
C,n/a,MORTGAGE,40000,NC,33,2005
C,10+ years,MORTGAGE,30000,KS,30,2000
C,5 years,MORTGAGE,150000,CA,25,2006
C,10+ years,MORTGAGE,40000,WA,19,1999
C,2 years,RENT,80000,CA,12,1995
C,9 years,RENT,60000,CA,20,2007
C,3 years,MORTGAGE,125000,CA,22,1997
C,10+ years,RENT,60000,NY,18,1997
C,n/a,OWN,60000,PA,18,1997
A,5 years,RENT,80000,DC,1,2005
C,10+ years,RENT,60000,NJ,9,1984
C,2 years,OWN,40000,FL,25,2009
C,10+ years,MORTGAGE,60000,FL,43,2004
A,10+ years,MORTGAGE,40000,OH,22,2001
C,6 years,MORTGAGE,60000,MA,17,2003
C,3 years,RENT,40000,OR,4,2011
C,10+ years,MORTGAGE,40000,FL,16,2006
A,9 years,MORTGAGE,80000,CA,18,2003
C,5 years,MORTGAGE,80000,IN,17,1984
C,2 years,RENT,20000,CA,12,2011
C,10+ years,MORTGAGE,100000,OK,32,1975
A,3 years,RENT,80000,GA,15,2007
A,< 1 year,RENT,60000,NJ,23,2000
C,10+ years,MORTGAGE,80000,TX,16,2012
A,2 years,MORTGAGE,100000,IN,6,2004
C,10+ years,OWN,60000,UT,23,2006
C,3 years,RENT,30000,MA,25,2002
C,10+ years,MORTGAGE,60000,ID,24,1997
C,2 years,MORTGAGE,80000,TX,19,1995
A,1 year,OWN,30000,NC,19,2002
C,5 years,MORTGAGE,60000,IL,25,2007
C,5 years,MORTGAGE,40000,OK,25,2004
C,10+ years,MORTGAGE,40000,AL,25,2001
C,10+ years,MORTGAGE,100000,CA,19,2005
C,6 years,RENT,60000,MI,6,2004
C,10+ years,MORTGAGE,30000,MO,29,1999
C,10+ years,RENT,40000,CA,13,2002
C,10+ years,MORTGAGE,60000,GA,23,1988
C,8 years,RENT,60000,CA,19,2006
C,n/a,RENT,20000,IL,23,1999
A,5 years,MORTGAGE,80000,MI,6,2005
A,3 years,MORTGAGE,60000,FL,2,2006
C,3 years,RENT,60000,MA,15,2005
C,7 years,MORTGAGE,60000,MS,20,2005
C,4 years,MORTGAGE,125000,TX,12,2004
C,< 1 year,RENT,80000,WI,16,2005
A,10+ years,RENT,60000,TX,15,1991
C,9 years,MORTGAGE,40000,FL,17,2002
A,10+ years,OWN,60000,FL,26,1992
C,n/a,MORTGAGE,100000,OR,13,2010
C,< 1 year,RENT,60000,OH,4,1997
C,5 years,RENT,40000,FL,26,2007
C,7 years,RENT,60000,NJ,16,1993
C,n/a,OWN,20000,CA,23,1977
C,10+ years,MORTGAGE,60000,MI,26,1995
C,9 years,MORTGAGE,40000,FL,19,2004
C,< 1 year,RENT,30000,DE,15,1990
C,n/a,RENT,20000,TN,13,2003
A,3 years,MORTGAGE,100000,GA,1,1998
C,10+ years,MORTGAGE,150000,NJ,24,1995
C,7 years,OWN,40000,AZ,19,2002
C,5 years,MORTGAGE,40000,FL,25,1998
A,2 years,RENT,60000,GA,6,2001
C,10+ years,MORTGAGE,60000,IL,18,2007
A,10+ years,MORTGAGE,60000,VA,16,2006
C,10+ years,RENT,60000,UT,33,2002
C,1 year,RENT,60000,PA,4,2007
C,6 years,RENT,80000,NJ,12,2007
C,2 years,MORTGAGE,30000,CA,31,2010
A,3 years,MORTGAGE,40000,TX,29,1991
C,10+ years,RENT,100000,VA,16,1993
C,< 1 year,RENT,60000,GA,19,2013
C,5 years,MORTGAGE,40000,NC,20,1994
A,10+ years,MORTGAGE,60000,AR,10,2001
A,10+ years,MORTGAGE,60000,IN,12,1990
C,4 years,RENT,40000,OH,17,2006
A,3 years,RENT,60000,OH,28,2003
C,< 1 year,RENT,60000,NY,21,1997
C,5 years,OWN,40000,IL,10,2006
C,< 1 year,RENT,80000,CA,3,2000
C,9 years,MORTGAGE,30000,FL,5,1997
C,10+ years,MORTGAGE,60000,OH,31,2001
C,10+ years,MORTGAGE,80000,PA,24,2007
C,3 years,MORTGAGE,150000,OH,12,1993
C,5 years,RENT,30000,VA,12,2013
C,9 years,MORTGAGE,40000,MI,9,2011
C,10+ years,RENT,20000,NY,20,2006
A,8 years,MORTGAGE,125000,NC,23,1995
A,6 years,MORTGAGE,100000,NY,11,2004
C,10+ years,MORTGAGE,100000,OH,12,2008
C,3 years,RENT,150000,CA,8,2010
A,10+ years,MORTGAGE,60000,PA,9,1998
A,10+ years,RENT,30000,TN,16,2004
C,3 years,MORTGAGE,80000,AZ,2,1996
C,n/a,OWN,60000,IN,1,1982
A,10+ years,MORTGAGE,100000,AR,6,1997
A,10+ years,RENT,40000,OH,21,1999
C,10+ years,MORTGAGE,60000,TX,20,2006
C,7 years,OWN,100000,GA,11,1994
A,2 years,RENT,150000,NY,12,2008
C,4 years,RENT,40000,CA,7,2007
C,5 years,RENT,80000,MA,10,2002
C,10+ years,MORTGAGE,60000,FL,32,1997
A,< 1 year,RENT,150000,TX,7,1996
A,5 years,OWN,150000,VA,9,2002
A,5 years,RENT,40000,PA,18,1983
C,3 years,RENT,40000,TX,25,2007
C,10+ years,RENT,40000,CA,28,2006
A,5 years,RENT,40000,NY,25,1997
C,10+ years,MORTGAGE,100000,FL,9,2002
C,10+ years,MORTGAGE,30000,TN,19,1994
C,7 years,RENT,30000,IL,34,2007
C,3 years,RENT,60000,VA,23,2001
C,10+ years,MORTGAGE,40000,GA,14,2000
C,6 years,RENT,40000,CA,19,2007
A,10+ years,MORTGAGE,60000,NY,14,1996
A,10+ years,MORTGAGE,60000,CA,26,1995
A,10+ years,MORTGAGE,40000,CO,15,2002
C,10+ years,MORTGAGE,100000,FL,17,2003
A,10+ years,MORTGAGE,60000,NC,5,1989
C,10+ years,MORTGAGE,60000,TX,14,2007
C,2 years,RENT,15000,PA,19,2013
C,8 years,MORTGAGE,40000,OK,16,1996
A,10+ years,MORTGAGE,125000,CA,16,1998
C,4 years,RENT,30000,CA,25,2007
C,10+ years,MORTGAGE,60000,IN,22,2000
C,5 years,MORTGAGE,60000,LA,17,2004
C,10+ years,MORTGAGE,60000,OR,20,1995
C,2 years,RENT,60000,OR,20,2004
A,8 years,RENT,30000,TX,20,1995
C,10+ years,MORTGAGE,40000,TX,18,1996
C,10+ years,OWN,40000,NJ,13,1991
C,n/a,RENT,60000,WA,17,1981
C,< 1 year,MORTGAGE,125000,TX,20,2003
C,n/a,OWN,20000,FL,25,1987
C,10+ years,MORTGAGE,125000,TX,14,2002
C,n/a,MORTGAGE,15000,IL,101,1995
C,n/a,OWN,40000,CA,32,1992
C,2 years,RENT,40000,NY,22,2008
C,8 years,RENT,100000,VA,7,2012
A,6 years,MORTGAGE,150000,OK,15,1989
C,10+ years,MORTGAGE,100000,CA,12,1993
A,10+ years,MORTGAGE,60000,IL,16,1996
C,2 years,RENT,40000,AZ,21,1995
C,1 year,OWN,80000,VA,0,2005
C,n/a,MORTGAGE,80000,CO,16,1974
C,< 1 year,OWN,150000,NJ,8,2006
C,8 years,MORTGAGE,100000,TX,13,1994
A,5 years,RENT,60000,FL,20,2002
C,3 years,RENT,80000,FL,34,2006
C,< 1 year,RENT,40000,NY,5,2008
C,4 years,RENT,80000,NC,14,2005
C,3 years,MORTGAGE,60000,RI,7,2003
A,10+ years,MORTGAGE,100000,CT,14,1994
A,3 years,MORTGAGE,150000,NV,2,1981
A,< 1 year,RENT,125000,NY,12,2005
A,3 years,MORTGAGE,40000,AZ,17,2006
C,8 years,MORTGAGE,60000,NY,19,1999
A,< 1 year,MORTGAGE,60000,OH,7,1998
A,2 years,MORTGAGE,40000,VA,25,2002
C,2 years,OWN,80000,IL,16,2004
C,1 year,OWN,100000,TX,17,1993
A,10+ years,OWN,100000,CA,9,2000
A,6 years,MORTGAGE,100000,TN,15,2010
A,1 year,MORTGAGE,80000,AL,14,1999
A,5 years,MORTGAGE,100000,MO,3,1978
C,n/a,MORTGAGE,40000,FL,18,2005
C,10+ years,RENT,40000,NY,18,2011
C,< 1 year,RENT,40000,NY,15,2003
A,5 years,MORTGAGE,150000,LA,9,2006
C,10+ years,RENT,80000,TN,35,1999
C,10+ years,OWN,60000,NY,16,1990
C,5 years,MORTGAGE,40000,VA,11,2003
A,n/a,RENT,60000,CA,27,1982
A,10+ years,MORTGAGE,60000,GA,25,1994
C,10+ years,MORTGAGE,40000,AZ,26,2004
C,4 years,MORTGAGE,100000,IL,20,2002
C,9 years,MORTGAGE,40000,KS,26,1999
C,10+ years,MORTGAGE,100000,NC,19,1994
A,2 years,MORTGAGE,80000,MO,23,2003
C,1 year,RENT,40000,CA,2,2012
A,10+ years,MORTGAGE,150000,NC,11,1995
A,10+ years,MORTGAGE,150000,MI,15,1986
C,10+ years,RENT,60000,MS,4,2001
A,10+ years,MORTGAGE,60000,TX,20,2004
C,10+ years,MORTGAGE,60000,KY,8,2004
C,5 years,MORTGAGE,60000,NJ,30,1997
C,7 years,OWN,60000,TX,15,2002
A,10+ years,RENT,125000,IL,15,2000
C,3 years,RENT,30000,TX,30,2007
C,10+ years,MORTGAGE,40000,NV,10,2008
A,10+ years,MORTGAGE,80000,TN,24,1993
A,5 years,MORTGAGE,100000,PA,24,2001
A,10+ years,MORTGAGE,60000,TX,27,1991
C,3 years,RENT,80000,SC,13,2011
A,5 years,RENT,40000,FL,9,2013
C,10+ years,OWN,100000,CA,15,1978
C,10+ years,RENT,60000,NC,19,2005
C,10+ years,RENT,100000,NC,18,1998
A,3 years,MORTGAGE,125000,CA,19,2004
C,3 years,RENT,40000,AL,15,2009
A,< 1 year,RENT,40000,GA,10,2005
C,5 years,MORTGAGE,40000,LA,15,1991
A,10+ years,MORTGAGE,80000,MI,32,2004
C,4 years,RENT,30000,CA,29,2000
C,10+ years,OWN,15000,FL,9,2004
C,n/a,OWN,60000,NJ,19,1990
C,10+ years,MORTGAGE,80000,NJ,14,1999
C,< 1 year,OWN,40000,TX,18,2004
C,4 years,OWN,20000,NC,2,2011
A,3 years,MORTGAGE,100000,NJ,8,2001
A,6 years,MORTGAGE,80000,TN,5,2004
A,1 year,RENT,60000,IL,12,1996
C,4 years,RENT,30000,WA,17,2001
C,6 years,RENT,40000,FL,24,2008
C,1 year,RENT,80000,SC,12,2003
C,10+ years,RENT,40000,CA,25,2002
C,2 years,RENT,10000,AR,17,2009
C,10+ years,MORTGAGE,40000,VA,17,2000
A,3 years,OWN,40000,MO,8,1990
C,10+ years,MORTGAGE,30000,FL,23,1989
C,4 years,RENT,150000,NV,11,1999
C,2 years,RENT,125000,CA,11,2002
